species,drainage,stream,community,sample_id,date_sampled,date_processed,measured_by,sex_stage,sl,tl,weight,parasite_visible_externally,infected
killifish,Guanapo,El Cedro,KG,989,12/30/2023,12/31/2023,RSM,F,46.91,55.35,1.493,,1
killifish,Guanapo,El Cedro,KG,990,12/30/2023,12/31/2023,MLH,F,44.85,53.75,1.279,,1
killifish,Guanapo,El Cedro,KG,991,12/30/2023,12/31/2023,RSM,F,66.25,75.69,4.834,,1
killifish,Guanapo,El Cedro,KG,992,12/30/2023,12/31/2023,MLH,M,38.65,45.55,0.808,,0
killifish,Guanapo,El Cedro,KG,993,12/30/2023,12/31/2023,RSM,F,45.01,51.97,1.24,,1
killifish,Guanapo,El Cedro,KG,994,12/30/2023,12/31/2023,MLH,M,38.13,45.33,0.857,,1
killifish,Guanapo,El Cedro,KG,995,12/30/2023,12/31/2023,RSM,M,33.9,39.93,0.622,,1
killifish,Guanapo,El Cedro,KG,996,12/30/2023,12/31/2023,MLH,I,28.58,34.85,0.379,,1
killifish,Guanapo,El Cedro,KG,997,12/30/2023,12/31/2023,RSM,F,34.74,40.58,0.681,,1
killifish,Guanapo,El Cedro,KG,998,12/30/2023,12/31/2023,MLH,I,24.94,31.64,0.272,,1
killifish,Guanapo,El Cedro,KG,999,12/30/2023,12/31/2023,RSM,I,25.33,29.41,0.22,,1
killifish,Guanapo,El Cedro,KG,1000,12/30/2023,12/31/2023,MLH,I,24.19,28.89,0.215,,1
killifish,Guanapo,El Cedro,KG,1001,12/30/2023,12/31/2023,RSM,I,19.41,23.51,0.112,,1
killifish,Guanapo,El Cedro,KG,1002,12/30/2023,12/31/2023,RSM,I,28.44,32.17,0.387,,1
killifish,Guanapo,El Cedro,KG,1003,12/30/2023,12/31/2023,MLH,M,29.27,34.66,0.346,,1
killifish,Guanapo,El Cedro,KG,1004,12/30/2023,12/31/2023,RSM,I,23.47,26.55,0.181,,1
killifish,Guanapo,El Cedro,KG,1005,12/30/2023,12/31/2023,MLH,I,23.08,28.51,0.185,,1
killifish,Guanapo,El Cedro,KG,1006,12/30/2023,12/31/2023,RSM,I,29.21,33.03,0.315,,0
killifish,Guanapo,El Cedro,KG,1007,12/30/2023,12/31/2023,MLH,I,28.1,33.69,0.355,,0
killifish,Guanapo,El Cedro,KG,1008,12/30/2023,12/31/2023,RSM,I,27.91,32.46,0.304,,1
killifish,Guanapo,El Cedro,KG,1009,12/30/2023,12/31/2023,MLH,I,26.25,31.39,0.273,,1
killifish,Guanapo,El Cedro,KG,1010,12/30/2023,12/31/2023,RSM,I,21.34,26.12,0.186,,1
killifish,Guanapo,El Cedro,KG,1011,12/30/2023,12/31/2023,RSM,M,64.25,74.47,3.595,,1
killifish,Guanapo,El Cedro,KG,1012,12/30/2023,12/31/2023,MLH,M,64.34,74.69,3.855,,1
killifish,Guanapo,El Cedro,KG,1013,12/30/2023,12/31/2023,RSM,F,50.87,59.35,2.021,,1
killifish,Guanapo,El Cedro,KG,1014,12/30/2023,12/31/2023,MLH,F,53.82,62.9,2.157,,1
killifish,Guanapo,El Cedro,KG,1015,12/30/2023,12/31/2023,RSM,F,51.35,59.77,2.369,,1
killifish,Guanapo,El Cedro,KG,1016,12/30/2023,12/31/2023,MLH,M,30.36,36.41,0.388,,1
killifish,Guanapo,El Cedro,KG,1017,12/30/2023,12/31/2023,RSM,F,41.48,49.07,1.177,,1
killifish,Guanapo,El Cedro,KG,1018,12/30/2023,12/31/2023,MLH,F,41.34,49.1,1.067,,1
killifish,Guanapo,El Cedro,KG,1019,12/30/2023,12/31/2023,RSM,F,45.89,52.57,1.241,,1
killifish,Guanapo,El Cedro,KG,1020,12/30/2023,12/31/2023,RSM,F,44.37,51.76,1.26,,0
killifish,Guanapo,El Cedro,KG,1021,12/30/2023,12/31/2023,MLH,M,44.26,52.68,1.276,,1
killifish,Guanapo,El Cedro,KG,1022,12/30/2023,12/31/2023,RSM,F,48.84,56.91,1.665,,1
killifish,Guanapo,El Cedro,KG,1023,12/30/2023,12/31/2023,MLH,M,40.16,48.7,0.781,,1
killifish,Guanapo,El Cedro,KG,1024,12/30/2023,12/31/2023,RSM,M,42.66,51.4,1.237,,1
