"X","individual_id","sampling","FishID","marker","old_mark","dna","ID","capture_date","processing_date","location","tank","sex_stage","SL","TL","measured_by","picture_label","picture_type","weight","Dead","comments","release_date","sampling_id","status","stream","sex","sampling.year","sampling.month","sampling.day","Habitat","upstream","downstream","distance","parasite","lead.sampling","lead.TL","lead.weight","lead.maturity","lead.capture.date","growth.TL","growth.mass","growth.days","months.until.recapture"
24801,11207,88,"TY-5Y6B7R",NA,NA,0,29485,2015-06-10,NA,"I-P-18",NA,"F",NA,60,NA,NA,0,2.203,0,"#",NA,88,1,"TY","F",8,6,10,"I",NA,NA,NA,0,89,61,2.235,"F","2015-07-12",1,0.032,32,1
24802,11207,89,"TY-5Y6B7R",NA,NA,0,30786,2015-07-12,NA,"I-P-17.1",NA,"F",NA,61,NA,NA,0,2.235,0,"#",NA,89,1,"TY","F",8,7,12,"I",NA,NA,NA,0,98,63,2.446,"F","2016-04-23",2,0.211,286,9
24803,11207,98,"TY-5Y6B7R",NA,NA,0,32252,2016-04-23,NA,"I-P-23",NA,"F",NA,63,NA,NA,0,2.446,0,"#",NA,98,1,"TY","F",9,4,23,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24804,11208,86,"TY-1B2R7R",NA,NA,0,26865,2015-04-10,NA,"I-P-16.5",NA,"F",NA,57.5,NA,NA,0,1.718,0,"#",NA,86,1,"TY","F",8,4,10,"I",NA,NA,NA,0,87,59.5,1.946,"F","2015-05-19",2,0.228,39,1
24805,11208,87,"TY-1B2R7R",NA,NA,0,28155,2015-05-19,NA,"I-P-16",NA,"F",NA,59.5,NA,NA,0,1.946,0,"#",NA,87,1,"TY","F",8,5,19,"I",NA,NA,NA,0,88,60,1.87,"F","2015-06-10",0.5,-0.0759999999999998,22,1
24806,11208,88,"TY-1B2R7R",NA,NA,0,29486,2015-06-10,NA,"I-P-19",NA,"F",NA,60,NA,NA,0,1.87,0,"#",NA,88,1,"TY","F",8,6,10,"I",NA,NA,NA,0,89,60,1.881,"F","2015-07-12",0,0.0109999999999999,32,1
24807,11208,89,"TY-1B2R7R",NA,NA,0,30787,2015-07-12,NA,"I-R-5",NA,"F",NA,60,NA,NA,0,1.881,0,"#",NA,89,1,"TY","F",8,7,12,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24808,11209,86,"TY-1B3R7R",NA,NA,0,26866,2015-04-10,NA,"I-P-16.5",NA,"M",NA,58,NA,NA,0,1.862,0,"#",NA,86,1,"TY","M",8,4,10,"I",NA,NA,NA,0,89,62.5,2.376,"M","2015-07-12",4.5,0.514,93,3
24809,11209,89,"TY-1B3R7R",NA,NA,0,30788,2015-07-12,NA,"I-P-15.5",NA,"M",NA,62.5,NA,NA,0,2.376,0,"#",NA,89,1,"TY","M",8,7,12,"I",NA,NA,NA,0,98,63.5,2.399,"M","2016-04-23",1,0.0230000000000001,286,9
24810,11209,98,"TY-1B3R7R",NA,NA,0,32253,2016-04-23,NA,"I-P-22",NA,"M",NA,63.5,NA,NA,0,2.399,0,"#",NA,98,1,"TY","M",9,4,23,"I",NA,NA,NA,0,99,64,2.427,"M","2016-05-23",0.5,0.028,30,1
24811,11209,99,"TY-1B3R7R",NA,NA,0,34865,2016-05-23,NA,"I-P-19.5",NA,"M",NA,64,NA,NA,0,2.427,0,"#",NA,99,1,"TY","M",9,5,23,"I",NA,NA,NA,0,100,64,2.465,"M","2016-06-24",0,0.0379999999999998,32,1
24812,11209,100,"TY-1B3R7R",NA,NA,0,37623,2016-06-24,NA,"I-P-19",NA,"M",NA,64,NA,NA,0,2.465,0,"#",NA,100,1,"TY","M",9,6,24,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24813,11210,87,"TY-1B3R7R",NA,NA,0,28156,2015-05-19,NA,"I-P-16",NA,"F",NA,61.5,NA,NA,0,2.238,0,"duplicate mark-orig.id:T2552.5",NA,87,1,"TY","F",8,5,19,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24814,11211,86,"TY-1B4R7R",NA,NA,0,26867,2015-04-10,NA,"I-P-16.5",NA,"M",NA,48,NA,NA,0,0.956,0,"#",NA,86,1,"TY","M",8,4,10,"I",NA,NA,NA,0,87,52,1.205,"M","2015-05-19",4,0.249,39,1
