"X","individual_id","sampling","FishID","marker","old_mark","dna","ID","capture_date","processing_date","location","tank","sex_stage","SL","TL","measured_by","picture_label","picture_type","weight","Dead","comments","release_date","sampling_id","status","stream","sex","sampling.year","sampling.month","sampling.day","Habitat","upstream","downstream","distance","parasite","lead.sampling","lead.TL","lead.weight","lead.maturity","lead.capture.date","growth.TL","growth.mass","growth.days","months.until.recapture"
44999,20034,110,"CA-1B5B8O",NA,NA,0,40008,2017-04-21,NA,"I-R-201",NA,"I",NA,26.5,NA,NA,0,0.182,0,"#",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,111,27,0.198,"I","2017-05-22",0.5,0.016,31,1
45000,20034,111,"CA-1B5B8O",NA,NA,0,42322,2017-05-22,NA,"I-R-200",NA,"I",NA,27,NA,NA,0,0.198,0,"worms -orig.id:C2851",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45001,20035,110,"CA-1B6B",NA,NA,0,40009,2017-04-21,NA,"I-P-205",NA,"I",NA,23,NA,NA,0,0.082,0,"no O8, worms-orig.id:C2852",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45002,20036,110,"CA-2B3B8O",NA,NA,0,40010,2017-04-21,NA,"I-P-205",NA,"M",NA,60,NA,NA,0,1.922,0,"#",NA,110,1,"CA","M",10,4,21,"I",NA,NA,NA,0,122,75.5,4.273,"M","2018-04-21",15.5,2.351,365,12
45003,20036,122,"CA-2B3B8O",NA,NA,0,46554,2018-04-21,NA,"I-P-203",NA,"M",NA,75.5,NA,NA,0,4.273,0,"#",NA,122,1,"CA","M",11,4,21,"I",NA,NA,NA,0,123,76.5,4.46,"M","2018-05-21",1,0.187,30,1
45004,20036,123,"CA-2B3B8O",NA,NA,0,48373,2018-05-21,NA,"I-P-207",NA,"M",NA,76.5,NA,NA,0,4.46,0,"#",NA,123,1,"CA","M",11,5,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45005,20037,110,"CA-2B4B8O",NA,NA,0,40011,2017-04-21,NA,"I-SP-163",NA,"M",NA,52,NA,NA,0,0.921,0,"#",NA,110,1,"CA","M",10,4,21,"I",NA,NA,NA,0,111,51,0.757,"M","2017-05-22",-1,-0.164,31,1
45006,20037,111,"CA-2B4B8O",NA,NA,0,42323,2017-05-22,NA,"I-SP-162",NA,"M",NA,51,NA,NA,0,0.757,0,"skinny, missing scales-orig.id:C2854",NA,111,1,"CA","M",10,5,22,"I",NA,NA,NA,0,122,62,2.177,"M","2018-04-21",11,1.42,334,11
45007,20037,122,"CA-2B4B8O",NA,NA,0,46555,2018-04-21,NA,"I-P-150",NA,"M",NA,62,NA,NA,0,2.177,0,"Redo B2-orig.id:C2854",NA,122,1,"CA","M",11,4,21,"I",NA,NA,NA,0,123,62.5,2.242,"M","2018-05-21",0.5,0.0649999999999999,30,1
45008,20037,123,"CA-2B4B8O",NA,NA,0,48374,2018-05-21,NA,"I-P-150",NA,"M",NA,62.5,NA,NA,0,2.242,0,"B3 is B4?-orig.id:C2854",NA,123,1,"CA","M",11,5,21,"I",NA,NA,NA,0,124,65,2.555,"M","2018-06-21",2.5,0.313,31,1
45009,20037,124,"CA-2B4B8O",NA,NA,0,50479,2018-06-21,NA,"I-P-150",NA,"M",NA,65,NA,NA,0,2.555,0,"#",NA,124,1,"CA","M",11,6,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45010,20038,110,"CA-2B6B8O",NA,NA,0,40012,2017-04-21,NA,"I-P-156",NA,"F",NA,41,NA,NA,0,0.597,0,"#",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45011,20039,110,"CA-3B4B8O",NA,NA,0,40013,2017-04-21,NA,"I-P-150",NA,"F",NA,36.5,NA,NA,0,0.386,0,"#",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45012,20040,110,"CA-3B5B8O",NA,NA,0,40014,2017-04-21,NA,"I-P-187",NA,"M",NA,69,NA,NA,0,2.019,0,"very skinny, B3 faint, tail rot-orig.id:C2858",NA,110,1,"CA","M",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45013,20041,110,"CA-3B6B8O",NA,NA,0,40015,2017-04-21,NA,"I-SP-185.9",NA,"F",NA,32,NA,NA,0,0.281,0,"worms-orig.id:C2859",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,1,111,32.5,0.296,"F","2017-05-22",0.5,0.015,31,1
45014,20041,111,"CA-3B6B8O",NA,NA,0,42324,2017-05-22,NA,"I-SP-185",NA,"F",NA,32.5,NA,NA,0,0.296,0,"#",NA,111,1,"CA","F",10,5,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45015,20042,110,"CA-4B5B8O",NA,NA,0,40016,2017-04-21,NA,"I-P-187",NA,"F",NA,54.5,NA,NA,0,1.387,0,"#",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,0,111,60,1.98,"F","2017-05-22",5.5,0.593,31,1
45016,20042,111,"CA-4B5B8O",NA,NA,0,42325,2017-05-22,NA,"I-P-184",NA,"F",NA,60,NA,NA,0,1.98,0,"worms, R8 in error-orig.id:C2860",NA,111,1,"CA","F",10,5,22,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45017,20043,110,"CA-5B6B",NA,NA,0,40017,2017-04-21,NA,"I-P-203",NA,"I",NA,19,NA,NA,0,0.042,0,"no O8-orig.id:C2862",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45018,20044,110,"CA-1R2R",NA,NA,0,40018,2017-04-21,NA,"I-P-203",NA,"I",NA,17,NA,NA,0,0.041,0,"no R9-orig.id:C2863",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45019,20045,110,"CA-1R3R",NA,NA,0,40019,2017-04-21,NA,"I-P-203",NA,"I",NA,19,NA,NA,0,0.05,0,"no R9-orig.id:C2864",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45020,20046,110,"CA-1R4R9R",NA,NA,0,39905,2017-04-20,NA,"C-SP-48",NA,"F",NA,47,NA,NA,0,0.93,0,"was part-orig.id:C2865",NA,110,1,"CA","F",10,4,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45021,20047,110,"CA-1R5R",NA,NA,0,40020,2017-04-21,NA,"I-P-203",NA,"I",NA,19.5,NA,NA,0,0.065,0,"no R9-orig.id:C2866",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,122,50,1.056,"M","2018-04-21",30.5,0.991,365,12
45022,20047,122,"CA-1R5R",NA,NA,0,46556,2018-04-21,NA,"I-P-150",NA,"M",NA,50,NA,NA,0,1.056,0,"Scar at 3. Added O9, R2. 2866 best, others plausible-orig.id:C2866",NA,122,1,"CA","M",11,4,21,"I",NA,NA,NA,0,123,50,0.997,"M","2018-05-21",0,-0.0590000000000001,30,1
45023,20047,123,"CA-1R5R",NA,NA,0,48375,2018-05-21,NA,"I-P-153",NA,"M",NA,50,NA,NA,0,0.997,0,"#",NA,123,1,"CA","M",11,5,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45024,20048,110,"CA-1R6R9R",NA,NA,0,40021,2017-04-21,NA,"I-P-203",NA,"I",NA,22,NA,NA,0,0.086,0,"no R9-orig.id:C2867",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,111,27.5,0.17,"I","2017-05-22",5.5,0.084,31,1
45025,20048,111,"CA-1R6R9R",NA,NA,0,42326,2017-05-22,NA,"I-P-204",NA,"I",NA,27.5,NA,NA,0,0.17,0,"added R9-orig.id:C2867",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45026,20049,110,"CA-2R3R9R",NA,NA,0,40022,2017-04-21,NA,"I-P-203",NA,"I",NA,25,NA,NA,0,0.114,0,"R9 cross body, worms -orig.id:C2868",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45027,20050,110,"CA-2R4R",NA,NA,0,40023,2017-04-21,NA,"I-P-203",NA,"I",NA,23.5,NA,NA,0,0.089,0,"no R9 -orig.id:C2869",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45028,20051,110,"CA-2R5R9R",NA,NA,0,40024,2017-04-21,NA,"I-P-203",NA,"I",NA,31,NA,NA,0,0.137,1,"skinny, probably M, R9 cross body, dead-orig.id:C2870",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45029,20052,110,"CA-2R6R9R",NA,NA,0,40025,2017-04-21,NA,"I-P-203",NA,"I",NA,28,NA,NA,0,0.138,0,"worms-orig.id:C2871",NA,110,1,"CA","I",10,4,21,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45030,20053,110,"CA-3R4R9R",NA,NA,0,40026,2017-04-21,NA,"I-P-203",NA,"F",NA,31.5,NA,NA,0,0.24,0,"worms -orig.id:C2872",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45031,20054,110,"CA-3R5R9R",NA,NA,0,40027,2017-04-21,NA,"I-P-203",NA,"F",NA,32,NA,NA,0,0.187,0,"#",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45032,20055,110,"CA-3R6R9R",NA,NA,0,40028,2017-04-21,NA,"I-P-203",NA,"F",NA,32.5,NA,NA,0,0.232,0,"#",NA,110,1,"CA","F",10,4,21,"I",NA,NA,NA,0,111,32,0.208,"I","2017-05-22",-0.5,-0.024,31,1
45033,20055,111,"CA-3R6R9R",NA,NA,0,42327,2017-05-22,NA,"I-P-204",NA,"I",NA,32,NA,NA,0,0.208,0,"#",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45034,20056,111,"CA-4R5R9R",NA,NA,0,42195,2017-05-21,NA,"C-SP-42",NA,"M",NA,32.5,NA,NA,0,0.292,0,"worms -orig.id:C2875",NA,111,1,"CA","M",10,5,21,"C",NA,NA,NA,1,122,58,1.713,"M","2018-04-20",25.5,1.421,334,11
45035,20056,122,"CA-4R5R9R",NA,NA,0,46433,2018-04-20,NA,"C-SP-35",NA,"M",NA,58,NA,NA,0,1.713,0,"#",NA,122,1,"CA","M",11,4,20,"C",NA,NA,NA,0,123,59,1.839,"M","2018-05-20",1,0.126,30,1
45036,20056,123,"CA-4R5R9R",NA,NA,0,48254,2018-05-20,NA,"C-SP-36",NA,"M",NA,59,NA,NA,0,1.839,0,"#",NA,123,1,"CA","M",11,5,20,"C",NA,NA,NA,0,124,59.5,1.904,"M","2018-06-20",0.5,0.0649999999999999,31,1
45037,20056,124,"CA-4R5R9R",NA,NA,0,50345,2018-06-20,NA,"C-I-36.2",NA,"M",NA,59.5,NA,NA,0,1.904,0,"#",NA,124,1,"CA","M",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45038,20057,111,"CA-4R6R9R",NA,NA,0,42196,2017-05-21,NA,"C-R-54.5",NA,"F",NA,43.5,NA,NA,0,0.704,0,"#",NA,111,1,"CA","F",10,5,21,"C",NA,NA,NA,0,122,57,1.616,"F","2018-04-20",13.5,0.912,334,11
45039,20057,122,"CA-4R6R9R",NA,NA,0,46434,2018-04-20,NA,"C-P-47",NA,"F",NA,57,NA,NA,0,1.616,0,"#",NA,122,1,"CA","F",11,4,20,"C",NA,NA,NA,0,123,58,1.744,"F","2018-05-20",1,0.128,30,1
45040,20057,123,"CA-4R6R9R",NA,NA,0,48255,2018-05-20,NA,"C-P-47",NA,"F",NA,58,NA,NA,0,1.744,0,"R4 back-orig.id:C2876",NA,123,1,"CA","F",11,5,20,"C",NA,NA,NA,0,124,59,1.933,"F","2018-06-20",1,0.189,31,1
45041,20057,124,"CA-4R6R9R",NA,NA,0,50346,2018-06-20,NA,"C-P-50",NA,"F",NA,59,NA,NA,0,1.933,0,"#",NA,124,1,"CA","F",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45042,20058,111,"CA-5R6R9R",NA,NA,0,42197,2017-05-21,NA,"C-R-41",NA,"I",NA,28,NA,NA,0,0.206,0,"#",NA,111,1,"CA","I",10,5,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45043,20059,111,"CA-1R2O9R",NA,NA,0,42198,2017-05-21,NA,"C-R-51.8",NA,"I",NA,26,NA,NA,0,0.206,0,"#",NA,111,1,"CA","I",10,5,21,"C",NA,NA,NA,0,112,27,0.218,"I","2017-06-21",1,0.012,31,1
45044,20059,112,"CA-1R2O9R",NA,NA,0,44471,2017-06-21,NA,"C-R-55",NA,"I",NA,27,NA,NA,0,0.218,0,"R7 is R9-orig.id:C2878",NA,112,1,"CA","I",10,6,21,"C",NA,NA,NA,0,122,42,0.642,"M","2018-04-20",15,0.424,303,10
45045,20059,122,"CA-1R2O9R",NA,NA,0,46435,2018-04-20,NA,"C-P-50",NA,"M",NA,42,NA,NA,0,0.642,0,"Added O9 and R2-orig.id:C2878",NA,122,1,"CA","M",11,4,20,"C",NA,NA,NA,0,123,41.5,0.629,"M","2018-05-20",-0.5,-0.013,30,1
45046,20059,123,"CA-1R2O9R",NA,NA,0,48256,2018-05-20,NA,"C-P-51",NA,"M",NA,41.5,NA,NA,0,0.629,0,"worms-orig.id:C2878",NA,123,1,"CA","M",11,5,20,"C",NA,NA,NA,1,124,41.5,0.7,"M","2018-06-20",0,0.071,31,1
45047,20059,124,"CA-1R2O9R",NA,NA,0,50347,2018-06-20,NA,"C-P-50",NA,"M",NA,41.5,NA,NA,0,0.7,0,"#",NA,124,1,"CA","M",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45048,20060,111,"CA-1R3O9R",NA,NA,0,42199,2017-05-21,NA,"C-R-45",NA,"F",NA,40,NA,NA,0,0.528,0,"R9 cross body ; sex rec as F-orig.id:C2879",NA,111,1,"CA","F",10,5,21,"C",NA,NA,NA,0,123,55,1.468,"F","2018-05-20",15,0.94,364,12
45049,20060,123,"CA-1R3O9R",NA,NA,0,48257,2018-05-20,NA,"C-R-45",NA,"F",NA,55,NA,NA,0,1.468,0,"#",NA,123,1,"CA","F",11,5,20,"C",NA,NA,NA,0,124,57,1.55,"F","2018-06-20",2,0.0820000000000001,31,1
45050,20060,124,"CA-1R3O9R",NA,NA,0,50348,2018-06-20,NA,"C-R-44",NA,"F",NA,57,NA,NA,0,1.55,0,"#",NA,124,1,"CA","F",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45051,20061,111,"CA-1R5O9R",NA,NA,0,42200,2017-05-21,NA,"C-R-45",NA,"I",NA,27.5,NA,NA,0,0.176,0,"#",NA,111,1,"CA","I",10,5,21,"C",NA,NA,NA,0,112,31,0.241,"I","2017-06-21",3.5,0.065,31,1
45052,20061,112,"CA-1R5O9R",NA,NA,0,44472,2017-06-21,NA,"C-R-56",NA,"I",NA,31,NA,NA,0,0.241,0,"worms-orig.id:C2881",NA,112,1,"CA","I",10,6,21,"C",NA,NA,NA,1,122,46,0.803,"F","2018-04-20",15,0.562,303,10
45053,20061,122,"CA-1R5O9R",NA,NA,0,46436,2018-04-20,NA,"C-P-51",NA,"F",NA,46,NA,NA,0,0.803,0,"#",NA,122,1,"CA","F",11,4,20,"C",NA,NA,NA,0,123,48,0.921,"F","2018-05-20",2,0.118,30,1
45054,20061,123,"CA-1R5O9R",NA,NA,0,48258,2018-05-20,NA,"C-P-50.2",NA,"F",NA,48,NA,NA,0,0.921,0,"worms, R1 back-orig.id:C2881",NA,123,1,"CA","F",11,5,20,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45055,20062,111,"CA-1R6O9R",NA,NA,0,42201,2017-05-21,NA,"C-P-34",NA,"I",NA,28.5,NA,NA,0,0.216,0,"R9 cross body -orig.id:C2882",NA,111,1,"CA","I",10,5,21,"C",NA,NA,NA,0,112,31.5,0.299,"M","2017-06-21",3,0.083,31,1
45056,20062,112,"CA-1R6O9R",NA,NA,0,44473,2017-06-21,NA,"C-P-37.3",NA,"M",NA,31.5,NA,NA,0,0.299,0,"O6 back-orig.id:C2882",NA,112,1,"CA","M",10,6,21,"C",NA,NA,NA,0,122,45.5,0.876,"M","2018-04-20",14,0.577,303,10
45057,20062,122,"CA-1R6O9R",NA,NA,0,46437,2018-04-20,NA,"C-P-43",NA,"M",NA,45.5,NA,NA,0,0.876,0,"#",NA,122,1,"CA","M",11,4,20,"C",NA,NA,NA,0,123,46.5,0.802,"M","2018-05-20",1,-0.074,30,1
45058,20062,123,"CA-1R6O9R",NA,NA,0,48259,2018-05-20,NA,"C-P-43",NA,"M",NA,46.5,NA,NA,0,0.802,0,"#",NA,123,1,"CA","M",11,5,20,"C",NA,NA,NA,0,124,48,0.992,"M","2018-06-20",1.5,0.19,31,1
45059,20062,124,"CA-1R6O9R",NA,NA,0,50349,2018-06-20,NA,"C-P-43",NA,"M",NA,48,NA,NA,0,0.992,0,"#",NA,124,1,"CA","M",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45060,20063,111,"CA-2R4O9R",NA,NA,0,42202,2017-05-21,NA,"C-P-34",NA,"M",NA,64,NA,NA,0,2.426,0,"wt rec as 4.426-orig.id:C2884",NA,111,1,"CA","M",10,5,21,"C",NA,NA,NA,0,112,66,2.835,"M","2017-06-21",2,0.409,31,1
45061,20063,112,"CA-2R4O9R",NA,NA,0,44474,2017-06-21,NA,"C-P-34",NA,"M",NA,66,NA,NA,0,2.835,0,"#",NA,112,1,"CA","M",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45062,20064,111,"CA-2R5O9R",NA,NA,0,42203,2017-05-21,NA,"C-P-51",NA,"M",NA,49,NA,NA,0,1.07,0,"#",NA,111,1,"CA","M",10,5,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45063,20065,111,"CA-2R6O9R",NA,NA,0,42204,2017-05-21,NA,"C-P-51",NA,"M",NA,39.5,NA,NA,0,0.48,0,"#",NA,111,1,"CA","M",10,5,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45064,20066,111,"CA-3R4O9R",NA,NA,0,42205,2017-05-21,NA,"C-P-48.5",NA,"M",NA,64,NA,NA,0,2.48,0,"#",NA,111,1,"CA","M",10,5,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45065,20067,111,"CA-3R5O9R",NA,NA,0,42206,2017-05-21,NA,"C-P-48.5",NA,"M",NA,46.5,NA,NA,0,1.03,0,"#",NA,111,1,"CA","M",10,5,21,"C",NA,NA,NA,0,122,52,1.297,"M","2018-04-20",5.5,0.267,334,11
45066,20067,122,"CA-3R5O9R",NA,NA,0,46438,2018-04-20,NA,"C-P-51",NA,"M",NA,52,NA,NA,0,1.297,0,"#",NA,122,1,"CA","M",11,4,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45067,20068,111,"CA-3R6O9R",NA,NA,0,42328,2017-05-22,NA,"I-R-191",NA,"F",NA,65.5,NA,NA,0,2.311,0,"#",NA,111,1,"CA","F",10,5,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45068,20069,111,"CA-4R5O9R",NA,NA,0,42329,2017-05-22,NA,"I-SP-185",NA,"M",NA,68,NA,NA,0,2.774,0,"#",NA,111,1,"CA","M",10,5,22,"I",NA,NA,NA,0,112,74,3.533,"M","2017-06-22",6,0.759,31,1
45069,20069,112,"CA-4R5O9R",NA,NA,0,44590,2017-06-22,NA,"I-P-186",NA,"M",NA,74,NA,NA,0,3.533,0,"#",NA,112,1,"CA","M",10,6,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45070,20070,111,"CA-4R6O9R",NA,NA,0,42330,2017-05-22,NA,"I-P-149",NA,"F",NA,70,NA,NA,0,3.369,0,"#",NA,111,1,"CA","F",10,5,22,"I",NA,NA,NA,0,112,74,3.703,"F","2017-06-22",4,0.334,31,1
45071,20070,112,"CA-4R6O9R",NA,NA,0,44591,2017-06-22,NA,"I-P-150",NA,"F",NA,74,NA,NA,0,3.703,0,"#",NA,112,1,"CA","F",10,6,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45072,20071,111,"CA-5R6O9R",NA,NA,0,42331,2017-05-22,NA,"I-R-165",NA,"M",NA,50,NA,NA,0,0.962,0,"#",NA,111,1,"CA","M",10,5,22,"I",NA,NA,NA,0,112,50.5,0.994,"M","2017-06-22",0.5,0.032,31,1
45073,20071,112,"CA-5R6O9R",NA,NA,0,44592,2017-06-22,NA,"I-P-164.8",NA,"M",NA,50.5,NA,NA,0,0.994,0,"#",NA,112,1,"CA","M",10,6,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45074,20072,111,"CA-1R2Y9R",NA,NA,0,42332,2017-05-22,NA,"I-P-206",NA,"I",NA,27,NA,NA,0,0.121,0,"flat, worms -orig.id:C2893",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45075,20073,111,"CA-1R3Y9R",NA,NA,0,42333,2017-05-22,NA,"I-P-184",NA,"I",NA,27.5,NA,NA,0,0.16,0,"#",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45076,20074,111,"CA-1R4Y9R",NA,NA,0,42334,2017-05-22,NA,"I-P-184",NA,"I",NA,27,NA,NA,0,0.156,0,"#",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45077,20075,111,"CA-1R5Y9R",NA,NA,0,42335,2017-05-22,NA,"I-P-184",NA,"I",NA,24,NA,NA,0,0.12,0,"#",NA,111,1,"CA","I",10,5,22,"I",NA,NA,NA,0,112,24.5,0.109,"I","2017-06-22",0.5,-0.011,31,1
45078,20075,112,"CA-1R5Y9R",NA,NA,0,44593,2017-06-22,NA,"I-SP-190",NA,"I",NA,24.5,NA,NA,0,0.109,0,"worms, added O9 Y2, 2896 best, 2863, 2864, 2866-orig.id:C2896",NA,112,1,"CA","I",10,6,22,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45079,20076,112,"CA-1R6Y9R",NA,NA,0,44475,2017-06-21,NA,"C-P-51",NA,"F",NA,34,NA,NA,0,0.52,0,"#",NA,112,1,"CA","F",10,6,21,"C",NA,NA,NA,0,122,45,0.805,"F","2018-04-20",11,0.285,303,10
45080,20076,122,"CA-1R6Y9R",NA,NA,0,46439,2018-04-20,NA,"C-P-49",NA,"F",NA,45,NA,NA,0,0.805,0,"Redo R9-orig.id:C2897",NA,122,1,"CA","F",11,4,20,"C",NA,NA,NA,0,123,47,0.923,"F","2018-05-20",2,0.118,30,1
45081,20076,123,"CA-1R6Y9R",NA,NA,0,48260,2018-05-20,NA,"C-P-50.2",NA,"F",NA,47,NA,NA,0,0.923,0,"#",NA,123,1,"CA","F",11,5,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45082,20077,112,"CA-2R3Y9R",NA,NA,0,44476,2017-06-21,NA,"C-P-40",NA,"F",NA,34.5,NA,NA,0,0.34,0,"#",NA,112,1,"CA","F",10,6,21,"C",NA,NA,NA,0,122,53,1.186,"F","2018-04-20",18.5,0.846,303,10
45083,20077,122,"CA-2R3Y9R",NA,NA,0,46440,2018-04-20,NA,"C-P-39",NA,"F",NA,53,NA,NA,0,1.186,0,"tl rec as 58-orig.id:C2898",NA,122,1,"CA","F",11,4,20,"C",NA,NA,NA,0,124,55,1.35,"F","2018-06-20",2,0.164,61,2
45084,20077,124,"CA-2R3Y9R",NA,NA,0,50350,2018-06-20,NA,"C-P-39.5",NA,"F",NA,55,NA,NA,0,1.35,0,"R9 intel-orig.id:C2898",NA,124,1,"CA","F",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45085,20078,112,"CA-2R4Y9RR4",NA,NA,0,44477,2017-06-21,NA,"C-P-40",NA,"F",NA,70,NA,NA,0,3.405,0,"#",NA,112,1,"CA","F",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45086,20079,112,"CA-2R5Y9R",NA,NA,0,44478,2017-06-21,NA,"C-R-43.8",NA,"I",NA,27.5,NA,NA,0,0.199,0,"R9 crossbody-orig.id:C2900",NA,112,1,"CA","I",10,6,21,"C",NA,NA,NA,0,122,37.5,0.439,"M","2018-04-20",10,0.24,303,10
45087,20079,122,"CA-2R5Y9R",NA,NA,0,46441,2018-04-20,NA,"C-R-43.3",NA,"M",NA,37.5,NA,NA,0,0.439,0,"R9 x body-orig.id:C2900",NA,122,1,"CA","M",11,4,20,"C",NA,NA,NA,0,123,39,0.492,"M","2018-05-20",1.5,0.053,30,1
45088,20079,123,"CA-2R5Y9R",NA,NA,0,48261,2018-05-20,NA,"C-R-43.3",NA,"M",NA,39,NA,NA,0,0.492,0,"#",NA,123,1,"CA","M",11,5,20,"C",NA,NA,NA,0,124,40.5,0.525,"M","2018-06-20",1.5,0.033,31,1
45089,20079,124,"CA-2R5Y9R",NA,NA,0,50351,2018-06-20,NA,"C-R-42",NA,"M",NA,40.5,NA,NA,0,0.525,0,"#",NA,124,1,"CA","M",11,6,20,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45090,20080,112,"CA-2R6Y9R",NA,NA,0,44479,2017-06-21,NA,"C-P-34",NA,"F",NA,63,NA,NA,0,2.332,0,"#",NA,112,1,"CA","F",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45091,20081,112,"CA-3R4Y9R",NA,NA,0,44480,2017-06-21,NA,"C-P-34.7",NA,"M",NA,76,NA,NA,0,3.943,0,"#",NA,112,1,"CA","M",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45092,20082,112,"CA-3R5Y9R",NA,NA,0,44481,2017-06-21,NA,"C-P-37.3",NA,"F",NA,53,NA,NA,0,1.332,0,"#",NA,112,1,"CA","F",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45093,20083,112,"CA-3R6Y9R",NA,NA,0,44482,2017-06-21,NA,"C-P-50",NA,"M",NA,64,NA,NA,0,2.234,0,"#",NA,112,1,"CA","M",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45094,20084,112,"CA-4R5Y9R",NA,NA,0,44483,2017-06-21,NA,"C-P-50",NA,"M",NA,62.5,NA,NA,0,2.195,0,"#",NA,112,1,"CA","M",10,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
